global_entity_id,entity_type,canonical_name,source_package,package_local_id,status,lifecycle_state,created_at,updated_at,confidence_score,verification_status
vw:institution:jawaharlal-nehru-technological-university-hyderabad,Institution,Jawaharlal Nehru Technological University Hyderabad,Package002_Education,11aec6c8-707c-4f14-939e-c451e18d3d88,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,80,VST-NEEDS_REVIEW
vw:institution:jawaharlal-nehru-technological-university-kakinada,Institution,Jawaharlal Nehru Technological University Kakinada,Package002_Education,a2c747dc-bd00-484e-9188-64b984300228,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:kakatiya-university,Institution,Kakatiya University,Package002_Education,2ed46023-bd75-4442-952b-9b8d06dec6f5,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:kaloji-narayana-rao-university-of-health-sciences,Institution,Kaloji Narayana Rao University of Health Sciences,Package002_Education,6beabd72-8044-464a-9873-dd2151ba8590,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:koneru-lakshmaiah-education-foundation-kl-university,Institution,Koneru Lakshmaiah Education Foundation (KL University),Package002_Education,b215a83a-c5d1-49a5-b861-4d489a8ce579,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,75,VST-NEEDS_REVIEW
vw:institution:krishna-university,Institution,Krishna University,Package002_Education,39a6f6e3-99c2-4c75-b30b-1743436b30f6,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:mahatma-gandhi-university-telangana,Institution,Mahatma Gandhi University (Telangana),Package002_Education,1fbe1d3f-acec-4f4b-95e0-95ff0578cdf7,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:mahindra-university,Institution,Mahindra University,Package002_Education,f4409738-5453-4798-a038-ed58429cb6ee,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:malla-reddy-university,Institution,Malla Reddy University,Package002_Education,0b322d73-fc15-4cab-b224-af3ecf73ad6e,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:maulana-azad-national-urdu-university,Institution,Maulana Azad National Urdu University,Package002_Education,c3320dc0-bbc5-4bed-a081-8e7d39a8c832,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,80,VST-NEEDS_REVIEW
vw:institution:nalsar-university-of-law,Institution,NALSAR University of Law,Package002_Education,092654bd-46f7-4d5d-81ce-ffc5ca6352c1,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:national-institute-of-technology-andhra-pradesh,Institution,National Institute of Technology Andhra Pradesh,Package002_Education,5062a90f-150a-45a1-b3e8-2e79c32171d9,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:national-institute-of-technology-warangal,Institution,National Institute of Technology Warangal,Package002_Education,40776488-4bd7-4392-ad9d-6970affdafdf,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:national-sanskrit-university-tirupati,Institution,"National Sanskrit University, Tirupati",Package002_Education,8f1c6a2e-4b7d-4e3a-9c5f-1a2b3c4d5e6f,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:institution:osmania-university,Institution,Osmania University,Package002_Education,937b69b2-c808-4432-82a8-40c39ee0d038,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,80,VST-NEEDS_REVIEW
vw:institution:p-v-narsimha-rao-telangana-veterinary-university,Institution,P.V. Narsimha Rao Telangana Veterinary University,Package002_Education,73526a22-6f26-472d-8a85-ca5dc332ee33,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:palamuru-university,Institution,Palamuru University,Package002_Education,f95e80b8-d7cc-4974-92c0-ce49dd14c032,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:potti-sreeramulu-telugu-university,Institution,Potti Sreeramulu Telugu University,Package002_Education,d08cd2ab-d00a-4c99-93ff-f0bd8e81ecb1,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:institution:professor-jayashankar-telangana-state-agricultural-university,Institution,Professor Jayashankar Telangana State Agricultural University,Package002_Education,7aaa318b-f2a8-4621-8842-14f190ccd7ab,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:rajiv-gandhi-university-of-knowledge-technologies-basar,Institution,"Rajiv Gandhi University of Knowledge Technologies, Basar",Package002_Education,76841166-0839-4c75-ba9b-bbc61b1df438,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:rajiv-gandhi-university-of-knowledge-technologies-dr-apj-abdul-kalam-iiit-ongole,Institution,"Rajiv Gandhi University of Knowledge Technologies, Dr. APJ Abdul Kalam IIIT Ongole Campus",Package002_Education,9c0d1e2f-3a4b-4c5d-9e6f-7a8b9c0d1e2f,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:institution:rajiv-gandhi-university-of-knowledge-technologies-nuzvid,Institution,"Rajiv Gandhi University of Knowledge Technologies, Nuzvid",Package002_Education,628dddc2-f283-4bf7-93fd-2ff0e4b8cbd1,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:rajiv-gandhi-university-of-knowledge-technologies-rk-valley,Institution,"Rajiv Gandhi University of Knowledge Technologies, RK Valley",Package002_Education,6a4b8c1d-9e2f-4d5a-b3c6-7d8e9f0a1b2c,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:institution:rajiv-gandhi-university-of-knowledge-technologies-srikakulam,Institution,"Rajiv Gandhi University of Knowledge Technologies, Srikakulam",Package002_Education,1e2f3a4b-5c6d-4e7f-8a9b-0c1d2e3f4a5b,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,58,VST-NEEDS_REVIEW
vw:institution:rayalaseema-university,Institution,Rayalaseema University,Package002_Education,5bb8a2d5-125d-4df3-8bc9-03cbc7b971bb,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:sr-university,Institution,SR University,Package002_Education,21502b84-46cc-4173-af84-5635c0cc1463,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:srm-university-ap,Institution,SRM University AP,Package002_Education,4ee2af6f-30a5-4687-b23b-e2359ba5539a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:satavahana-university,Institution,Satavahana University,Package002_Education,45312857-7549-47d5-826c-89f6c60987bd,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:sreenidhi-university,Institution,Sreenidhi University,Package002_Education,75b3b0e1-4ffb-430b-a20b-ae5aaae183c1,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,63,VST-NEEDS_REVIEW
vw:institution:sri-krishnadevaraya-university,Institution,Sri Krishnadevaraya University,Package002_Education,e910dc9d-69b5-4e80-b45b-512470144c94,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:sri-padmavati-mahila-visvavidyalayam-women-s-university,Institution,Sri Padmavati Mahila Visvavidyalayam (Women's University),Package002_Education,a67a3960-022f-4576-9c3a-b07b80b4348c,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:sri-sathya-sai-institute-of-higher-learning,Institution,Sri Sathya Sai Institute of Higher Learning,Package002_Education,9a2a8b62-152e-4a19-a632-2c2bce62e7ad,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:sri-venkateswara-institute-of-medical-sciences-svims,Institution,Sri Venkateswara Institute of Medical Sciences (SVIMS),Package002_Education,3d7e9f01-2c4b-4a6d-8e1f-5b6c7d8e9f0a,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,60,VST-NEEDS_REVIEW
vw:institution:sri-venkateswara-university,Institution,Sri Venkateswara University,Package002_Education,efdfd737-70c4-47ea-9dec-186665831969,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,80,VST-NEEDS_REVIEW
vw:institution:sri-venkateswara-veterinary-university,Institution,Sri Venkateswara Veterinary University,Package002_Education,ecd88b1e-a3b2-401b-86a4-da69ecc0f95d,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,78,VST-NEEDS_REVIEW
vw:institution:telangana-university,Institution,Telangana University,Package002_Education,98a8a591-1395-43b1-a976-379a54477ade,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:institution:university-of-hyderabad,Institution,University of Hyderabad,Package002_Education,372d53cd-e3c3-415c-8ca6-a6d17d28ee07,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,82,VST-NEEDS_REVIEW
vw:institution:vit-ap-university,Institution,VIT-AP University,Package002_Education,a57696d8-aa2a-4536-89d7-46bdecd42bfe,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,77,VST-NEEDS_REVIEW
vw:institution:vignan-s-foundation-for-science-technology-and-research-vfstr,Institution,"Vignan's Foundation for Science, Technology and Research (VFSTR)",Package002_Education,3cd05ca1-d26e-4ea1-9fe4-33abc31ace5f,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:institution:vikrama-simhapuri-university,Institution,Vikrama Simhapuri University,Package002_Education,0690d0cd-5c85-4e21-a28e-0cebc39db21d,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:institution:woxsen-university,Institution,Woxsen University,Package002_Education,89c10406-65a0-4118-bf5a-ba183d1603f5,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:institution:yogi-vemana-university,Institution,Yogi Vemana University,Package002_Education,b364f5b6-7d88-4f35-95f7-724483d6b816,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,76,VST-NEEDS_REVIEW
vw:msme:3d-printing-and-prototyping-service,MSME,3D Printing and Prototyping Service,Package008_MSME,mb-040,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,63,VST-NEEDS_REVIEW
vw:msme:ai-solutions-and-consulting,MSME,AI Solutions and Consulting,Package008_MSME,mb-016,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:bio-fertiliser-and-vermicompost-unit,MSME,Bio-Fertiliser and Vermicompost Unit,Package008_MSME,mb-033,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:msme:cnc-machining-job-shop,MSME,CNC Machining Job Shop,Package008_MSME,mb-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:msme:cloud-kitchen,MSME,Cloud Kitchen,Package008_MSME,mb-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:cold-storage-facility,MSME,Cold Storage Facility,Package008_MSME,mb-027,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:msme:cold-pressed-oil-unit,MSME,Cold-Pressed Oil Unit,Package008_MSME,mb-003,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:msme:custom-software-development-firm,MSME,Custom Software Development Firm,Package008_MSME,mb-014,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:msme:dal-milling-unit,MSME,Dal Milling Unit,Package008_MSME,mb-002,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:msme:detergent-and-cleaning-products-unit,MSME,Detergent and Cleaning Products Unit,Package008_MSME,mb-034,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:msme:diagnostic-laboratory,MSME,Diagnostic Laboratory,Package008_MSME,mb-035,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:msme:digital-marketing-agency,MSME,Digital Marketing Agency,Package008_MSME,mb-017,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:msme:drone-services-enterprise,MSME,Drone Services Enterprise,Package008_MSME,mb-039,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:msme:e-waste-dismantling-and-recovery,MSME,E-Waste Dismantling and Recovery,Package008_MSME,mb-032,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,65,VST-NEEDS_REVIEW
vw:msme:ev-charging-station-operator,MSME,EV Charging Station Operator,Package008_MSME,mb-022,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,65,VST-NEEDS_REVIEW
vw:msme:ev-two-wheeler-service-centre,MSME,EV Two-Wheeler Service Centre,Package008_MSME,mb-023,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:electrical-panel-manufacturing,MSME,Electrical Panel Manufacturing,Package008_MSME,mb-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:msme:foundry-small-scale,MSME,Foundry (Small Scale),Package008_MSME,mb-013,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:msme:fruit-pulp-and-beverage-unit,MSME,Fruit Pulp and Beverage Unit,Package008_MSME,mb-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:msme:garment-manufacturing-unit,MSME,Garment Manufacturing Unit,Package008_MSME,mb-024,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:msme:handloom-and-handicraft-enterprise,MSME,Handloom and Handicraft Enterprise,Package008_MSME,mb-025,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:msme:homestay-and-rural-tourism-enterprise,MSME,Homestay and Rural Tourism Enterprise,Package008_MSME,mb-038,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:it-hardware-and-network-services,MSME,IT Hardware and Network Services,Package008_MSME,mb-018,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:msme:industrial-automation-integration,MSME,Industrial Automation Integration,Package008_MSME,mb-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:msme:last-mile-delivery-fleet-operator,MSME,Last-Mile Delivery Fleet Operator,Package008_MSME,mb-029,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:msme:medical-devices-assembly-unit,MSME,Medical Devices Assembly Unit,Package008_MSME,mb-036,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,63,VST-NEEDS_REVIEW
vw:msme:millet-processing-unit,MSME,Millet Processing Unit,Package008_MSME,mb-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:msme:packaging-materials-unit,MSME,Packaging Materials Unit,Package008_MSME,mb-030,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:msme:plastic-waste-recycling-unit,MSME,Plastic Waste Recycling Unit,Package008_MSME,mb-031,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:msme:rice-milling-unit,MSME,Rice Milling Unit,Package008_MSME,mb-001,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,73,VST-NEEDS_REVIEW
vw:msme:rural-bpo-it-enabled-services-centre,MSME,Rural BPO / IT-Enabled Services Centre,Package008_MSME,mb-019,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:saas-product-startup,MSME,SaaS Product Startup,Package008_MSME,mb-015,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:msme:sheet-metal-fabrication-unit,MSME,Sheet Metal Fabrication Unit,Package008_MSME,mb-009,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,72,VST-NEEDS_REVIEW
vw:msme:skill-training-centre,MSME,Skill Training Centre,Package008_MSME,mb-037,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:msme:solar-panel-assembly-unit,MSME,Solar Panel Assembly Unit,Package008_MSME,mb-021,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:solar-rooftop-epc-contractor,MSME,Solar Rooftop EPC Contractor,Package008_MSME,mb-020,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:msme:spice-grinding-and-packing-unit,MSME,Spice Grinding and Packing Unit,Package008_MSME,mb-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,74,VST-NEEDS_REVIEW
vw:msme:technical-textiles-unit,MSME,Technical Textiles Unit,Package008_MSME,mb-026,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:msme:tool-and-die-making-unit,MSME,Tool and Die Making Unit,Package008_MSME,mb-010,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:msme:warehouse-and-distribution-centre,MSME,Warehouse and Distribution Centre,Package008_MSME,mb-028,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:ac-and-dc-charging-units,Machinery,AC and DC Charging Units,Package008_MSME,mmap-040,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:agricultural-drone,Machinery,Agricultural Drone,Package005_Agriculture,fm-006,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:aseptic-filling-line,Machinery,Aseptic Filling Line,Package008_MSME,mmap-015,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:automatic-weather-station-iot,Machinery,Automatic Weather Station (IoT),Package005_Agriculture,fm-016,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:machinery:battery-diagnostic-and-balancing-equipment,Machinery,Battery Diagnostic and Balancing Equipment,Package008_MSME,mmap-041,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:biochemistry-and-haematology-analysers,Machinery,Biochemistry and Haematology Analysers,Package008_MSME,mmap-060,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:boom-sprayer,Machinery,Boom Sprayer,Package005_Agriculture,fm-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:machinery:bottling-and-capping-line,Machinery,Bottling and Capping Line,Package008_MSME,mmap-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,65,VST-NEEDS_REVIEW
vw:machinery:busbar-bending-and-punching-machine,Machinery,Busbar Bending and Punching Machine,Package008_MSME,mmap-027,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:machinery:cnc-press-brake,Machinery,CNC Press Brake,Package008_MSME,mmap-021,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:machinery:cnc-turning-centre,Machinery,CNC Turning Centre,Package008_MSME,mmap-018,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:cnc-vertical-machining-centre,Machinery,CNC Vertical Machining Centre,Package008_MSME,mmap-019,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:cell-stringer-tabber,Machinery,Cell Stringer / Tabber,Package008_MSME,mmap-039,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,63,VST-NEEDS_REVIEW
vw:machinery:cleanroom-and-assembly-fixtures,Machinery,Cleanroom and Assembly Fixtures,Package008_MSME,mmap-061,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,61,VST-NEEDS_REVIEW
vw:machinery:cold-chain-reefer-transport,Machinery,Cold Chain / Reefer Transport,Package005_Agriculture,fm-014,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,65,VST-NEEDS_REVIEW
vw:machinery:cold-storage-unit,Machinery,Cold Storage Unit,Package005_Agriculture,fm-008,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:machinery:combine-harvester,Machinery,Combine Harvester,Package005_Agriculture,fm-004,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:commercial-kitchen-equipment-set,Machinery,Commercial Kitchen Equipment Set,Package008_MSME,mmap-017,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:coordinate-measuring-machine,Machinery,Coordinate Measuring Machine,Package008_MSME,mmap-020,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:corrugation-and-box-making-line,Machinery,Corrugation and Box Making Line,Package008_MSME,mmap-052,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:machinery:dal-mill-mini,Machinery,Dal Mill (Mini),Package005_Agriculture,fm-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:machinery:delivery-vehicle-fleet,Machinery,Delivery Vehicle Fleet,Package008_MSME,mmap-051,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:machinery:developer-workstations-and-cloud-infrastructure,Machinery,Developer Workstations and Cloud Infrastructure,Package008_MSME,mmap-030,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:diagnostic-and-networking-toolkit,Machinery,Diagnostic and Networking Toolkit,Package008_MSME,mmap-036,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:machinery:dismantling-workstations-and-shredder,Machinery,Dismantling Workstations and Shredder,Package008_MSME,mmap-056,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,63,VST-NEEDS_REVIEW
vw:machinery:edm-electrical-discharge-machine,Machinery,EDM (Electrical Discharge Machine),Package008_MSME,mmap-024,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:machinery:fdm-and-resin-3d-printers,Machinery,FDM and Resin 3D Printers,Package008_MSME,mmap-064,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:machinery:fabric-cutting-machine,Machinery,Fabric Cutting Machine,Package008_MSME,mmap-043,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:filling-and-sealing-line,Machinery,Filling and Sealing Line,Package008_MSME,mmap-059,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:filter-press,Machinery,Filter Press,Package008_MSME,mmap-007,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:flexographic-printing-machine,Machinery,Flexographic Printing Machine,Package008_MSME,mmap-053,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:machinery:flour-mill-rava-unit,Machinery,Flour Mill / Rava Unit,Package008_MSME,mmap-013,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:forklift-and-material-handling-equipment,Machinery,Forklift and Material Handling Equipment,Package008_MSME,mmap-049,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:machinery:fruit-pulper-and-deseeder,Machinery,Fruit Pulper and Deseeder,Package008_MSME,mmap-014,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:gpu-compute-owned-or-cloud,Machinery,GPU Compute (owned or cloud),Package008_MSME,mmap-035,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:grader-and-polisher,Machinery,Grader and Polisher,Package008_MSME,mmap-005,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:guest-room-furnishing-and-kitchen-equipment,Machinery,Guest Room Furnishing and Kitchen Equipment,Package008_MSME,mmap-034,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,64,VST-NEEDS_REVIEW
vw:machinery:handloom-artisan-toolset,Machinery,Handloom / Artisan Toolset,Package008_MSME,mmap-045,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:machinery:induction-melting-furnace,Machinery,Induction Melting Furnace,Package008_MSME,mmap-028,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:industrial-sewing-machines-lockstitch-overlock,Machinery,"Industrial Sewing Machines (lockstitch, overlock)",Package008_MSME,mmap-042,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,71,VST-NEEDS_REVIEW
vw:machinery:installation-tools-and-safety-equipment,Machinery,Installation Tools and Safety Equipment,Package008_MSME,mmap-037,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,68,VST-NEEDS_REVIEW
vw:machinery:laser-or-plasma-cutting-machine,Machinery,Laser or Plasma Cutting Machine,Package008_MSME,mmap-022,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,69,VST-NEEDS_REVIEW
vw:machinery:micro-irrigation-system-drip,Machinery,Micro-Irrigation System (Drip),Package005_Agriculture,fm-015,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,70,VST-NEEDS_REVIEW
vw:machinery:millet-dehuller,Machinery,Millet Dehuller,Package008_MSME,mmap-012,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:mixing-and-blending-tanks,Machinery,Mixing and Blending Tanks,Package008_MSME,mmap-058,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,66,VST-NEEDS_REVIEW
vw:machinery:nonwoven-or-coating-line,Machinery,Nonwoven or Coating Line,Package008_MSME,mmap-046,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,62,VST-NEEDS_REVIEW
vw:machinery:oil-expeller-cold-press,Machinery,Oil Expeller (Cold Press),Package005_Agriculture,fm-011,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,67,VST-NEEDS_REVIEW
vw:machinery:plc-and-hmi-development-kit,Machinery,PLC and HMI Development Kit,Package008_MSME,mmap-026,PUBLISHED,PUBLISHED,2026-07-25,2026-07-25,65,VST-NEEDS_REVIEW
